Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Relationship_Count,Total_Amt_Chng_Q4_Q1,Credit_Limit,Customer_Age,Marital_Status,Attrition_Flag
3659,76,0.52,1196,0.098,3,0.62,12230.0,44,3,0
13997,102,0.619,0,0.0,1,0.732,3730.0,56,2,0
1416,27,0.588,1616,0.636,6,0.417,2541.0,65,3,0
1131,29,0.318,1204,0.045,5,0.428,26750.0,42,3,0
1509,45,0.667,1773,0.345,3,0.879,5146.0,30,3,0
4864,76,0.462,611,0.349,4,0.465,1752.0,46,2,0
3339,71,0.543,2225,0.894,4,0.566,2490.0,40,3,0
4739,89,0.712,814,0.25,5,0.85,3261.0,49,1,0
7971,97,0.83,1829,0.106,2,0.638,17218.0,59,1,0
3608,56,0.514,1225,0.073,6,0.641,16741.0,47,2,0
715,25,0.562,1911,0.112,2,0.528,17030.0,35,0,1
3013,78,0.696,0,0.0,3,0.958,17236.0,35,1,0
4206,75,1.027,2119,0.099,3,0.644,21329.0,62,1,0
4168,63,0.853,1778,0.57,5,1.01,3119.0,56,3,0
15615,125,0.736,1507,0.079,2,0.594,19192.0,42,3,0
4890,61,0.794,0,0.0,3,0.739,1502.0,45,1,0
4011,72,0.674,1405,0.235,5,0.952,5987.0,37,2,0
7570,91,0.655,1989,0.096,1,0.67,20633.0,45,1,0
4292,76,0.652,1753,0.398,3,0.55,4409.0,45,3,0
1746,28,1.0,1955,0.08,5,1.174,24571.0,63,3,0
4253,73,0.78,713,0.098,6,0.833,7260.0,42,1,0
17498,111,0.82,1909,0.106,6,0.712,17925.0,57,3,0
2243,43,0.483,708,0.492,5,1.212,1438.3,34,3,0
2305,60,0.714,0,0.0,5,0.845,34516.0,32,2,0
3462,67,0.558,1513,0.872,5,0.829,1736.0,43,1,0
3355,58,0.657,1514,0.19,4,0.857,7949.0,46,3,0
14728,126,0.909,1183,0.216,3,0.596,5479.0,43,2,0
2309,71,0.543,2517,0.119,6,0.763,21084.0,26,2,0
808,30,0.111,0,0.0,3,0.331,8149.0,31,3,1
1431,27,0.688,0,0.0,3,0.979,4568.0,49,0,0
2107,40,0.333,2294,0.985,4,0.456,2330.0,45,3,1
3410,62,0.59,2410,0.429,4,0.962,5616.0,52,3,0
4326,74,0.721,0,0.0,5,0.791,4370.0,55,3,0
2133,54,0.543,0,0.0,4,0.65,3478.0,39,3,0
2027,39,0.393,2517,0.498,2,0.605,5054.0,46,1,1
820,21,0.75,1151,0.318,3,0.687,3616.0,40,3,1
5225,94,0.679,1677,0.901,4,0.742,1861.0,64,1,0
4054,82,0.822,0,0.0,6,0.597,5033.0,48,1,0
1804,32,0.6,933,0.027,6,0.946,34516.0,47,1,0
4482,74,0.644,0,0.0,6,0.46,1438.3,42,1,0
1536,44,0.63,0,0.0,4,0.533,1638.0,59,1,0
4379,64,0.829,851,0.592,4,0.983,1438.3,50,1,0
2447,47,0.621,1900,0.81,4,0.845,2347.0,57,1,1
3409,59,1.034,1989,0.575,6,0.707,3458.0,51,3,0
8637,94,0.808,0,0.0,2,0.905,10677.0,45,3,0
4228,81,0.884,1260,0.616,3,0.768,2046.0,53,3,0
1596,42,0.909,1303,0.175,3,0.61,7427.0,65,3,0
1578,41,0.414,1601,0.775,4,0.742,2066.0,52,3,0
5211,83,0.804,1336,0.531,5,0.755,2517.0,36,3,0
1977,50,1.0,2091,0.674,3,0.704,3102.0,61,3,0
4904,81,0.761,748,0.133,5,0.804,5630.0,47,1,0
7498,90,0.5,1874,0.172,2,0.608,10901.0,46,3,0
4042,78,0.592,1629,0.047,6,0.815,34516.0,48,1,0
5242,74,0.574,0,0.0,2,1.005,11508.0,43,1,1
4422,71,0.732,2517,0.805,4,0.73,3125.0,43,3,0
3647,59,0.686,1210,0.471,6,0.972,2571.0,64,1,0
4816,81,0.588,780,0.171,5,0.658,4554.0,37,3,0
7167,91,0.625,1509,0.044,2,0.728,34516.0,45,2,0
7995,56,0.806,1983,0.205,1,0.873,9664.0,38,3,1
4174,59,0.735,2403,0.07,1,0.623,34516.0,26,0,0
8126,95,0.667,1255,0.095,1,0.81,13165.0,43,1,0
2054,46,0.586,0,0.0,3,0.736,1438.3,48,0,1
4207,86,0.792,0,0.0,2,0.563,1827.0,39,3,0
1334,38,0.407,1960,0.234,1,0.384,8389.0,57,1,1
5245,80,0.86,1017,0.687,3,1.008,1480.0,44,3,0
3072,67,0.675,2517,0.073,3,0.685,34516.0,52,1,0
8472,80,0.739,1783,0.052,2,0.821,34516.0,55,1,1
4314,75,1.027,1867,0.679,4,0.816,2748.0,33,3,0
3011,83,0.804,927,0.279,3,0.934,3318.0,29,1,0
14805,115,0.769,2070,0.2,3,0.747,10343.0,38,3,0
4511,74,0.682,804,0.15,6,0.51,5376.0,52,3,0
4518,88,0.692,1618,0.765,3,0.664,2114.0,40,3,0
1729,52,0.926,2517,0.25,6,0.77,10074.0,39,1,0
4352,82,0.907,1428,0.086,4,0.846,16541.0,60,0,0
5121,83,0.804,537,0.206,6,0.848,2611.0,36,3,0
4926,85,0.635,1942,0.256,6,0.823,7582.0,40,3,0
2300,45,0.552,484,0.026,5,0.557,18432.0,45,3,1
4518,88,1.095,1884,0.741,3,0.715,2542.0,57,0,0
2138,41,0.577,0,0.0,4,0.424,1567.0,49,3,1
13697,102,0.759,892,0.225,4,0.772,3970.0,49,3,0
2586,44,0.257,0,0.0,3,0.629,9234.0,45,3,1
1679,39,0.5,0,0.0,5,0.529,1438.3,52,3,0
4030,73,0.622,2517,0.793,5,0.708,3173.0,51,3,0
4630,73,0.587,893,0.502,4,0.609,1780.0,50,1,0
3785,67,1.161,1404,0.537,3,0.503,2615.0,50,3,0
1516,21,2.0,1740,0.092,2,1.727,18871.0,57,3,0
4338,75,0.829,1396,0.259,3,0.756,5384.0,50,3,0
1342,32,0.391,1886,0.223,4,0.56,8466.0,57,3,0
3940,74,0.805,1888,0.456,3,0.561,4143.0,50,3,0
4738,82,0.608,468,0.25,5,1.154,1873.0,64,1,0
3814,88,0.66,1890,0.328,3,0.938,5762.0,47,1,0
4239,78,0.733,2143,0.739,3,0.948,2901.0,39,3,0
2078,62,0.55,321,0.025,3,0.76,12906.0,50,3,1
1849,50,0.471,1335,0.182,1,0.563,7316.0,40,0,1
2835,57,0.9,1006,0.177,4,0.734,5699.0,37,1,0
4177,85,0.771,0,0.0,3,0.767,2592.0,48,3,0
3135,59,0.903,0,0.0,3,1.071,2664.0,35,3,0
3347,64,0.778,0,0.0,4,1.121,10091.0,42,1,0
4056,81,0.841,1471,0.173,3,0.867,8512.0,44,1,0
8591,99,0.707,1519,0.089,2,0.831,17072.0,45,3,0
2109,41,0.414,0,0.0,3,0.497,1586.0,37,3,1
1825,31,0.348,1789,0.597,4,0.807,2998.0,48,2,0
1600,32,0.455,1168,0.202,5,0.638,5781.0,43,1,0
8670,74,0.574,0,0.0,1,1.031,7953.0,47,0,1
14084,110,0.803,1648,0.182,1,0.727,9074.0,48,3,0
4752,80,0.739,1628,0.566,1,0.631,2876.0,48,3,0
1998,41,0.464,2290,0.736,3,1.612,3111.0,45,3,0
2341,43,0.483,412,0.265,5,0.568,1554.0,40,1,1
4522,75,0.471,2257,0.734,6,0.795,3076.0,60,0,0
7359,85,0.574,2014,0.14,2,0.726,14344.0,56,1,0
4727,83,0.627,1619,0.614,5,0.565,2636.0,59,1,0
1211,35,0.4,1542,0.129,5,0.77,11975.0,54,1,0
1693,37,1.056,0,0.0,6,0.696,28465.0,54,3,0
3261,64,0.684,1388,0.04,6,0.791,34516.0,60,1,0
1621,32,0.6,601,0.406,5,0.607,1479.0,59,3,0
2513,47,0.424,1545,0.151,4,0.581,10241.0,55,1,1
4386,67,0.675,2258,0.821,3,0.634,2751.0,39,1,0
1277,23,1.875,2376,0.785,3,1.252,3025.0,55,3,0
1667,47,0.469,1010,0.132,3,0.421,7646.0,64,3,0
4314,67,0.634,917,0.057,5,0.479,16227.0,46,3,0
3640,59,0.735,1563,0.44,4,0.893,3554.0,51,1,0
3275,67,0.595,1259,0.036,6,0.547,34516.0,44,1,0
4739,80,0.86,0,0.0,4,0.77,5640.0,42,3,0
2400,52,0.793,0,0.0,5,0.541,12073.0,48,3,1
1890,43,0.387,834,0.58,3,0.407,1438.3,41,1,1
7802,88,0.492,1649,0.348,1,0.748,4737.0,53,1,0
4508,79,0.756,1300,0.581,3,1.071,2238.0,51,3,0
14738,116,0.758,1882,0.055,4,0.743,34516.0,52,1,0
2256,56,0.6,0,0.0,6,0.883,4670.0,34,2,0
4923,89,0.648,0,0.0,6,0.844,3553.0,51,3,0
3018,75,0.5,0,0.0,5,0.889,16284.0,46,2,0
4590,91,0.655,1762,0.902,3,0.743,1953.0,44,3,0
4731,71,0.651,0,0.0,1,0.762,1552.0,58,1,0
14223,103,0.776,1359,0.153,1,0.741,8858.0,45,0,0
2608,45,0.731,2517,0.685,5,0.854,3674.0,56,3,1
3993,77,0.674,1291,0.083,3,0.651,15471.0,40,3,0
1450,37,0.947,1779,0.679,2,1.259,2619.0,63,3,0
3717,67,0.675,2356,0.175,4,0.718,13430.0,43,1,0
2675,57,0.629,1223,0.241,5,0.83,5076.0,29,1,0
4863,79,1.135,2048,0.767,1,0.725,2669.0,58,1,0
4884,79,0.881,0,0.0,6,0.706,1538.0,40,1,0
2110,43,1.048,2116,0.859,5,0.744,2464.0,53,3,0
13124,103,0.746,1349,0.057,1,0.961,23760.0,30,1,0
965,27,0.421,392,0.051,6,0.764,7706.0,43,3,1
2133,41,0.783,1115,0.361,4,0.802,3092.0,42,0,0
1421,22,1.444,1072,0.055,6,0.706,19482.0,57,1,0
4867,90,0.607,1566,0.628,4,0.767,2493.0,58,3,0
4810,55,0.341,989,0.029,6,1.021,34516.0,51,3,1
1652,37,0.609,1664,0.365,6,0.871,4559.0,43,1,0
4253,66,0.737,933,0.318,4,0.898,2934.0,41,3,0
14576,95,0.759,1260,0.037,3,0.877,34516.0,39,1,0
4467,69,0.683,823,0.416,3,0.861,1980.0,44,1,0
1802,40,0.481,1190,0.586,6,0.628,2029.0,36,3,0
4653,71,0.614,1889,0.261,1,0.661,7226.0,42,3,0
4715,81,0.841,0,0.0,4,0.688,1920.0,37,2,0
4373,89,0.935,1953,0.839,1,0.599,2328.0,36,3,0
16706,123,0.757,1875,0.223,5,0.727,8398.0,33,1,0
4303,77,0.674,0,0.0,4,0.697,6074.0,53,1,0
3704,70,0.458,1136,0.365,4,0.499,3115.0,46,3,0
760,21,0.615,900,0.626,1,0.743,1438.3,68,3,1
2639,46,0.643,2517,0.734,2,0.869,3430.0,48,3,1
4739,76,0.81,1169,0.48,4,0.689,2434.0,43,1,0
14354,101,0.629,2517,0.628,2,0.71,4010.0,45,3,0
1498,49,0.96,2306,0.196,5,0.616,11760.0,47,1,0
974,28,0.273,0,0.0,3,1.004,1438.3,43,3,1
4813,83,0.729,1879,0.63,5,0.675,2984.0,40,1,0
14402,110,0.803,1591,0.424,1,0.883,3755.0,43,3,0
2128,39,0.444,0,0.0,3,0.4,2819.0,53,3,1
2522,42,0.312,860,0.443,3,0.708,1942.0,48,3,1
17628,109,0.817,2517,0.173,2,0.776,14581.0,48,3,0
3163,73,0.825,1224,0.185,4,0.665,6602.0,47,3,0
4841,80,0.6,1258,0.044,6,0.672,28422.0,41,1,0
3525,63,0.75,1802,0.644,6,0.675,2797.0,47,0,0
869,27,0.286,1616,0.934,2,0.331,1730.0,26,1,1
1865,35,0.458,984,0.209,6,0.373,4698.0,57,3,0
5198,75,1.083,0,0.0,3,0.899,7234.0,38,3,0
2530,43,0.344,0,0.0,3,0.987,1504.0,43,0,1
3922,75,1.027,1502,0.674,6,0.719,2228.0,59,2,0
1778,40,0.29,962,0.179,5,0.827,5379.0,55,1,0
1430,37,0.423,0,0.0,5,0.431,12342.0,54,1,1
13937,120,0.846,2517,0.355,3,0.745,7093.0,39,1,0
4253,84,0.75,1172,0.086,5,0.657,13613.0,29,1,0
1353,35,0.667,1817,0.276,5,0.62,6584.0,57,3,0
4765,76,0.767,1525,0.073,1,0.828,20882.0,54,1,0
1283,37,0.542,819,0.039,4,0.499,21242.0,44,3,0
2449,56,0.931,671,0.46,4,1.583,1458.0,29,3,0
1908,37,0.37,1502,0.703,4,0.648,2136.0,59,1,0
3825,67,0.675,1219,0.197,3,0.552,6197.0,48,3,0
3033,41,0.708,1966,0.951,1,0.91,2067.0,41,1,1
1212,33,0.32,2338,0.313,6,0.441,7469.0,52,1,0
4633,79,0.795,1688,0.755,3,0.631,2235.0,41,3,0
1426,38,0.462,2193,0.126,6,0.419,17450.0,56,3,0
4420,86,0.72,983,0.59,3,0.889,1665.0,57,3,0
4870,83,0.844,0,0.0,5,0.641,1978.0,56,3,0
1902,45,0.667,901,0.102,4,0.825,8829.0,45,3,0
2050,46,0.917,1752,0.235,4,0.923,7469.0,57,1,0
936,25,0.25,1962,0.15,1,0.686,13092.0,46,1,1
1145,37,0.423,1663,0.428,6,0.664,3888.0,47,3,0
2288,48,0.714,1531,0.793,5,0.778,1931.0,63,1,1
15683,94,0.709,874,0.1,1,0.708,8698.0,34,1,0
8660,58,0.758,0,0.0,2,0.984,15633.0,59,1,1
3788,76,0.689,2098,0.064,6,0.549,32866.0,38,0,0
2077,44,0.419,0,0.0,2,0.537,1804.0,46,3,1
15203,114,0.781,1933,0.101,2,1.05,19141.0,44,3,0
2959,63,0.8,1264,0.64,4,0.671,1975.0,44,3,0
4654,59,0.639,1043,0.03,4,0.69,34516.0,44,3,0
1025,35,0.667,0,0.0,4,0.481,5579.0,58,1,0
4331,85,0.7,868,0.152,5,0.636,5714.0,49,3,0
2198,40,0.538,1200,0.122,3,0.602,9819.0,33,3,0
4230,93,0.898,720,0.183,4,0.63,3927.0,39,1,0
4378,96,0.548,1454,0.484,5,0.595,3003.0,46,0,0
2489,62,1.0,1936,0.203,4,0.929,9519.0,54,3,0
3964,76,0.854,1247,0.283,4,1.037,4406.0,45,0,0
2001,49,0.485,1463,0.332,5,0.728,4408.0,35,3,0
2279,46,0.533,0,0.0,1,0.661,1714.0,53,1,1
4890,53,0.893,855,0.594,4,0.662,1438.3,39,1,0
14625,115,0.769,2226,0.15,2,0.828,14839.0,53,1,0
2552,49,1.227,1710,0.105,3,1.223,16286.0,54,3,0
4382,88,0.66,1501,0.615,3,0.744,2440.0,44,3,0
1604,42,0.448,1698,0.292,4,0.896,5815.0,38,3,0
15071,103,0.717,2381,0.069,2,0.748,34516.0,50,2,0
13720,119,0.831,1203,0.104,2,0.847,11522.0,29,1,0
14719,116,0.681,1636,0.156,3,0.681,10488.0,34,3,0
4222,75,0.471,0,0.0,4,0.581,26856.0,44,0,0
1590,43,1.263,1603,0.863,2,0.579,1857.0,50,1,0
13816,121,0.891,1882,0.39,2,0.833,4822.0,47,1,0
4630,84,0.714,998,0.512,1,0.619,1950.0,41,3,0
2385,33,0.375,0,0.0,2,0.752,2263.0,47,1,1
3811,65,0.711,0,0.0,4,0.583,1555.0,44,0,0
2113,38,0.267,0,0.0,3,0.429,1438.3,57,1,1
14638,93,0.722,1743,0.059,3,0.667,29663.0,51,1,0
14080,85,0.809,1964,0.556,2,0.661,3535.0,32,3,0
4955,56,0.806,0,0.0,2,1.058,2913.0,48,3,1
13575,108,0.77,0,0.0,3,0.671,26423.0,31,1,0
8087,86,0.509,2517,0.073,2,0.778,34516.0,50,3,0
4821,66,0.65,1701,0.354,2,0.532,4802.0,40,0,0
13653,113,0.687,1976,0.062,2,0.811,31699.0,44,3,0
4804,66,0.737,2517,0.554,3,0.89,4540.0,42,3,0
2987,52,0.857,1176,0.203,5,1.12,5801.0,35,3,0
2413,48,1.087,2103,0.3,5,1.007,7010.0,29,1,0
4680,80,0.778,0,0.0,1,0.685,1477.0,50,1,0
1134,31,0.632,0,0.0,4,0.49,14938.0,55,3,0
2580,50,0.429,0,0.0,4,0.734,3076.0,45,2,1
1485,34,0.478,0,0.0,5,0.877,2300.0,35,1,1
4965,94,0.541,822,0.191,4,0.722,4311.0,42,3,0
2360,56,0.647,0,0.0,5,0.645,2160.0,52,3,1
2011,41,0.783,2217,0.716,5,0.799,3096.0,55,3,0
7360,82,0.745,1742,0.05,1,0.661,34516.0,43,1,0
1828,45,0.5,1159,0.087,3,0.404,13382.0,49,3,1
1904,40,1.0,1010,0.099,3,0.843,10215.0,63,3,0
5220,74,0.423,1718,0.05,3,0.51,34516.0,55,1,0
4527,79,0.756,0,0.0,4,0.655,2300.0,53,1,0
4996,92,0.704,867,0.452,3,0.741,1919.0,41,2,0
4458,87,0.812,1194,0.132,5,0.745,9078.0,52,1,0
3313,69,0.769,0,0.0,5,1.135,5195.0,49,1,0
4813,87,0.706,1122,0.228,2,0.659,4916.0,46,3,0
4252,64,0.684,1363,0.083,4,0.688,16443.0,41,1,0
3967,76,0.767,1414,0.645,6,0.635,2191.0,49,3,0
1999,44,0.571,0,0.0,5,0.685,13080.0,36,3,0
15075,124,0.699,1444,0.417,3,0.653,3466.0,61,1,0
13545,112,0.672,1613,0.047,2,0.704,34427.0,43,1,0
4397,72,0.565,1463,0.895,5,0.873,1634.0,47,3,0
15785,100,0.786,1289,0.04,1,0.703,32250.0,41,3,0
1194,25,0.471,906,0.05,5,0.62,18001.0,41,3,0
5054,73,0.553,1654,0.189,4,0.695,8749.0,40,3,0
3343,60,0.667,735,0.035,5,0.624,21165.0,43,3,0
2547,45,0.731,939,0.055,3,1.575,17116.0,36,3,0
2398,61,0.794,1547,0.172,4,0.923,8995.0,36,2,0
3494,67,0.718,0,0.0,4,0.667,17576.0,45,2,0
3433,68,0.943,1433,0.238,3,0.955,6022.0,45,1,0
4082,74,0.682,585,0.073,4,0.925,7976.0,57,1,0
7041,95,0.532,2220,0.233,1,0.712,9511.0,39,0,0
1592,30,0.429,1473,0.197,6,0.775,7475.0,38,3,0
2514,64,0.455,1567,0.588,4,0.586,2665.0,26,1,0
2599,43,0.433,2422,0.897,4,0.773,2699.0,59,1,1
4637,75,0.562,0,0.0,6,0.723,20401.0,54,1,0
837,25,0.667,0,0.0,4,0.881,20865.0,55,1,1
1417,30,0.667,2517,0.641,3,0.511,3924.0,53,3,0
8888,104,0.763,1559,0.045,1,0.759,34516.0,41,3,0
4566,73,0.78,1554,0.1,4,0.436,15569.0,49,1,0
4621,67,0.675,0,0.0,3,0.766,1655.0,54,3,0
7739,101,0.906,1853,0.824,1,0.666,2248.0,43,3,0
3338,65,0.711,1079,0.107,6,0.813,10074.0,42,0,0
2255,48,0.5,1195,0.34,6,0.556,3517.0,26,1,0
1665,32,0.524,1348,0.413,6,0.756,3264.0,61,3,0
4354,79,0.927,1244,0.19,4,0.667,6548.0,43,1,0
1269,30,0.875,1693,0.692,3,0.502,2448.0,40,3,0
4537,60,1.0,970,0.52,5,0.828,1867.0,41,0,0
2682,48,0.231,468,0.09,2,0.567,5195.0,42,3,1
1191,28,0.647,0,0.0,6,0.668,12766.0,63,3,0
3700,73,0.738,0,0.0,6,0.962,10824.0,51,3,0
2074,48,0.92,1510,0.475,5,0.885,3176.0,35,3,0
14436,123,0.64,0,0.0,2,0.867,11511.0,32,3,0
8646,85,0.977,2517,0.091,5,0.835,27742.0,41,1,1
3561,57,0.676,0,0.0,6,0.511,21430.0,63,1,0
1668,36,0.714,1900,0.055,5,1.002,34516.0,39,1,0
3205,49,0.633,1592,0.585,6,1.319,2722.0,39,3,0
4650,71,0.614,1247,0.664,4,0.67,1878.0,38,0,0
7710,75,0.875,2076,0.272,1,0.759,7645.0,51,1,0
3960,79,0.756,1398,0.629,5,0.785,2222.0,54,3,0
2397,41,0.64,1665,0.807,4,1.276,2062.0,32,3,0
3848,71,0.69,0,0.0,4,0.771,6899.0,38,1,0
3694,67,0.718,1348,0.094,6,0.681,14315.0,43,1,0
8150,106,0.631,1533,0.095,2,0.855,16199.0,44,3,0
4919,75,0.744,1752,0.067,5,0.742,26129.0,53,2,0
4613,85,0.932,2517,0.762,3,0.785,3302.0,60,1,0
1602,35,0.591,1535,0.17,6,0.69,9031.0,56,3,0
2017,37,0.762,0,0.0,2,0.5,2468.0,59,3,1
4668,69,0.643,1948,0.801,6,0.752,2433.0,50,3,0
4397,86,0.755,0,0.0,5,0.689,1438.3,31,3,0
4113,83,0.627,0,0.0,4,0.806,2262.0,47,1,0
2709,54,0.385,0,0.0,5,0.737,1516.0,40,1,1
16401,119,0.608,1941,0.141,4,0.748,13747.0,38,1,0
2949,70,1.0,1965,0.057,6,1.044,34516.0,35,1,0
1723,28,0.75,2011,0.751,5,0.466,2679.0,57,3,0
1744,53,0.606,2216,0.752,3,0.76,2947.0,54,3,0
15982,113,0.687,1891,0.521,1,0.917,3629.0,38,3,0
3367,66,0.737,0,0.0,6,0.706,4475.0,41,1,0
3616,68,0.619,2390,0.251,4,0.727,9505.0,48,1,0
3760,69,0.683,1544,0.774,6,0.919,1996.0,46,1,0
4827,84,0.867,922,0.468,6,0.762,1971.0,56,3,0
3052,63,0.75,2517,0.942,6,0.714,2673.0,37,1,0
1893,15,2.75,969,0.595,6,0.999,1628.0,36,3,0
1367,29,1.071,2517,0.33,6,1.007,7623.0,50,3,0
5152,90,0.765,747,0.21,1,0.621,3554.0,39,2,0
4869,90,0.8,1338,0.478,3,0.818,2800.0,50,1,0
4800,70,0.795,0,0.0,3,0.889,1637.0,39,3,0
1569,39,0.773,2006,0.354,6,0.779,5660.0,54,3,0
3492,66,0.692,2386,0.11,3,0.743,21718.0,39,1,0
1900,28,0.556,891,0.131,5,1.047,6784.0,45,2,0
4316,87,0.891,1243,0.692,4,0.768,1796.0,56,3,0
7768,92,0.878,1692,0.225,2,0.771,7531.0,41,3,0
1083,22,1.75,1926,0.2,4,0.549,9648.0,51,2,0
2003,47,0.679,1010,0.386,3,0.659,2617.0,34,3,0
732,21,0.615,0,0.0,4,0.858,7474.0,53,3,1
4525,77,0.604,941,0.115,3,0.874,8185.0,52,3,0
14783,110,0.864,1753,0.198,2,0.627,8851.0,32,2,0
12980,82,0.64,2000,0.127,2,0.749,15698.0,61,0,0
1311,34,0.417,1613,0.672,3,0.629,2400.0,45,3,0
1619,37,0.48,2517,0.92,6,0.533,2737.0,54,3,0
15091,124,0.676,2517,0.132,1,0.915,19055.0,37,3,0
4669,83,0.729,601,0.418,1,1.0,1438.3,47,2,0
2266,74,0.48,1257,0.058,6,0.793,21695.0,35,1,0
4886,85,0.771,0,0.0,3,0.827,1438.3,36,1,0
4466,92,0.736,1420,0.196,3,0.539,7234.0,41,0,0
1426,37,0.682,1469,0.689,6,0.831,2133.0,52,3,0
3688,65,0.757,1101,0.101,3,0.702,10851.0,43,1,0
8883,83,0.729,0,0.0,2,0.797,5905.0,53,1,1
1433,38,1.0,2076,0.648,4,0.543,3203.0,44,3,0
3673,72,0.565,1298,0.519,5,0.626,2500.0,56,1,0
3724,61,0.605,2490,0.514,5,0.788,4846.0,50,1,0
3891,81,1.025,1896,0.671,2,0.739,2827.0,42,1,0
4186,77,0.711,1105,0.46,5,0.735,2403.0,42,2,0
5198,77,0.711,0,0.0,6,1.019,2043.0,42,3,0
3889,60,0.818,1226,0.852,3,0.638,1438.3,45,2,0
4189,80,0.667,822,0.462,1,0.68,1778.0,47,3,0
4323,70,0.667,0,0.0,4,0.709,1438.3,51,3,0
4313,75,0.562,1699,0.696,4,0.639,2442.0,57,1,0
3270,63,0.8,0,0.0,5,0.721,8869.0,56,1,0
3690,76,0.52,1731,0.18,5,0.712,9619.0,51,1,0
7597,71,0.69,0,0.0,1,0.787,4085.0,59,1,1
3897,74,1.0,2379,0.855,4,0.912,2783.0,52,1,0
15511,101,0.629,1285,0.299,1,0.846,4291.0,44,1,0
1475,35,0.75,1672,0.199,5,0.602,8396.0,44,1,0
1339,29,0.381,2517,0.105,5,0.488,23996.0,46,1,0
2055,54,0.636,1683,0.661,3,0.75,2548.0,52,3,0
2574,72,0.756,1540,0.045,3,1.038,34516.0,33,1,0
5085,78,0.773,1997,0.864,3,0.787,2312.0,53,1,0
4890,65,0.667,2517,0.743,3,0.743,3386.0,50,3,0
7546,88,0.63,1464,0.227,3,0.615,6448.0,43,3,0
4855,88,0.872,1599,0.781,3,0.613,2048.0,47,1,0
1895,57,0.425,0,0.0,6,0.584,8311.0,47,0,0
15865,105,0.667,793,0.195,3,0.758,4058.0,56,3,0
14036,99,0.768,0,0.0,1,0.768,34516.0,38,1,0
5268,88,0.66,1595,0.655,5,0.691,2435.0,43,3,0
8257,96,0.574,2347,0.197,2,0.842,11919.0,47,3,0
3534,73,1.147,716,0.123,4,0.923,5816.0,56,1,0
14336,106,0.656,1974,0.148,2,0.898,13312.0,60,3,0
4028,81,0.8,1131,0.225,5,0.624,5018.0,65,1,0
4830,50,0.724,0,0.0,4,1.018,6982.0,50,1,1
3479,76,0.81,1053,0.213,4,1.195,4947.0,45,0,0
1973,42,0.556,0,0.0,3,0.671,2184.0,44,3,1
1365,38,1.0,1571,0.756,5,1.031,2077.0,62,3,0
5089,71,1.029,1747,0.623,1,0.954,2803.0,40,3,0
4495,77,0.833,1510,0.343,3,0.73,4408.0,34,2,0
2433,29,0.381,931,0.315,3,0.575,2954.0,48,3,1
4144,73,0.78,1807,0.636,1,0.573,2841.0,46,2,0
2527,49,0.69,0,0.0,3,0.835,1438.3,33,1,1
1498,43,0.536,1311,0.663,6,0.995,1976.0,60,3,0
2150,43,0.87,1296,0.262,3,0.911,4939.0,46,1,0
1757,33,0.833,1977,0.706,6,0.431,2802.0,62,3,0
2287,49,0.581,0,0.0,3,0.94,9569.0,63,1,1
1291,24,0.714,1696,0.135,6,0.519,12555.0,58,3,0
1052,18,1.571,0,0.0,5,0.525,10100.0,44,1,0
4841,81,0.884,1172,0.613,6,0.827,1912.0,46,0,0
4070,71,0.614,721,0.24,4,0.68,3009.0,65,1,0
1467,29,0.706,1736,0.452,3,0.445,3838.0,65,3,0
4835,84,0.714,1151,0.178,3,0.884,6452.0,38,3,0
2140,40,0.429,0,0.0,1,0.376,2295.0,58,2,1
1840,53,0.606,1177,0.219,5,0.939,5376.0,53,1,0
4182,81,0.723,965,0.671,3,0.544,1438.3,48,1,0
4526,82,0.547,1282,0.384,6,0.724,3340.0,40,3,0
15657,114,0.81,1820,0.101,2,0.85,17978.0,39,3,0
3890,66,0.65,0,0.0,6,0.662,2424.0,47,0,0
4177,68,0.659,1503,0.554,5,0.704,2715.0,34,1,0
4629,77,0.791,1017,0.465,1,0.617,2186.0,48,3,0
4409,75,0.974,0,0.0,4,0.829,7215.0,52,0,0
3325,67,0.675,1613,0.643,3,1.082,2507.0,65,1,0
15710,122,0.743,1580,0.487,1,1.075,3243.0,45,1,0
4792,91,0.75,929,0.212,5,0.678,4384.0,56,3,0
2319,61,0.743,1351,0.495,5,0.623,2730.0,27,1,0
2870,49,0.75,0,0.0,5,0.612,1938.0,49,3,1
4068,61,0.694,0,0.0,2,0.797,3659.0,42,1,0
1223,20,0.538,1141,0.539,6,0.616,2115.0,48,2,0
7443,98,0.556,1542,0.045,1,0.603,34516.0,60,1,0
4768,80,0.86,0,0.0,6,0.669,1724.0,44,1,0
4430,69,0.865,1549,0.254,3,0.683,6109.0,43,0,0
1291,24,0.6,1528,0.49,6,0.604,3118.0,63,3,0
4792,81,0.588,1578,0.383,4,0.379,4120.0,46,2,0
3256,71,0.919,1051,0.428,4,0.982,2457.0,46,3,0
15157,97,0.865,2517,0.709,2,0.818,3548.0,32,1,0
3968,66,0.833,920,0.403,5,0.576,2281.0,55,3,0
1938,53,0.656,1018,0.085,4,1.006,11909.0,53,1,0
2379,57,0.781,0,0.0,6,0.652,2173.0,49,2,1
4684,81,0.8,2213,0.717,5,0.695,3086.0,39,3,0
